,season,team,conference,statName,statValue,SeasonTeam
356,2015,Texas,Big 12,kickReturnYards,929,2015 Texas
357,2014,Texas,Big 12,totalYards,4385,2014 Texas
360,2010,Texas,Big 12,thirdDowns,192,2010 Texas
361,2015,Texas,Big 12,puntReturnTDs,1,2015 Texas
362,2013,Texas,Big 12,puntReturns,34,2013 Texas
363,2006,Texas,Big 12,games,13,2006 Texas
364,2021,Texas,Big 12,kickReturnTDs,0,2021 Texas
365,2020,Texas,Big 12,kickReturns,23,2020 Texas
366,2014,Texas,Big 12,penalties,77,2014 Texas
367,2016,Texas,Big 12,penalties,85,2016 Texas
369,2012,Texas,Big 12,rushingTDs,33,2012 Texas
370,2004,Texas,Big 12,rushingAttempts,615,2004 Texas
372,2004,Texas,Big 12,interceptionYards,209,2004 Texas
373,2020,Texas,Big 12,rushingAttempts,368,2020 Texas
374,2018,Texas,Big 12,interceptionYards,149,2018 Texas
375,2010,Texas,Big 12,puntReturnTDs,0,2010 Texas
376,2007,Texas,Big 12,turnovers,29,2007 Texas
377,2004,Texas,Big 12,fumblesLost,8,2004 Texas
379,2013,Texas,Big 12,penalties,67,2013 Texas
380,2006,Texas,Big 12,puntReturnTDs,3,2006 Texas
381,2018,Texas,Big 12,netPassingYards,3617,2018 Texas
382,2008,Texas,Big 12,rushingYards,2177,2008 Texas
383,2008,Texas,Big 12,rushingAttempts,508,2008 Texas
384,2013,Texas,Big 12,penaltyYards,597,2013 Texas
385,2009,Texas,Big 12,passesIntercepted,25,2009 Texas
386,2017,Texas,Big 12,rushingTDs,24,2017 Texas
387,2004,Texas,Big 12,possessionTime,14149,2004 Texas
388,2017,Texas,Big 12,fourthDownConversions,14,2017 Texas
389,2010,Texas,Big 12,passesIntercepted,8,2010 Texas
391,2005,Texas,Big 12,interceptions,11,2005 Texas
392,2017,Texas,Big 12,passAttempts,499,2017 Texas
393,2009,Texas,Big 12,puntReturnTDs,3,2009 Texas
394,2020,Texas,Big 12,passingTDs,32,2020 Texas
396,2008,Texas,Big 12,interceptionYards,105,2008 Texas
398,2020,Texas,Big 12,firstDowns,224,2020 Texas
399,2006,Texas,Big 12,passCompletions,244,2006 Texas
401,2018,Texas,Big 12,passCompletions,309,2018 Texas
402,2014,Texas,Big 12,thirdDowns,201,2014 Texas
403,2011,Texas,Big 12,rushingYards,2634,2011 Texas
404,2006,Texas,Big 12,turnovers,24,2006 Texas
405,2018,Texas,Big 12,kickReturnTDs,0,2018 Texas
406,2005,Texas,Big 12,passingTDs,26,2005 Texas
407,2012,Texas,Big 12,interceptions,11,2012 Texas
409,2011,Texas,Big 12,interceptions,15,2011 Texas
410,2015,Texas,Big 12,turnovers,14,2015 Texas
411,2021,Texas,Big 12,interceptions,10,2021 Texas
412,2014,Texas,Big 12,rushingTDs,18,2014 Texas
413,2017,Texas,Big 12,turnovers,18,2017 Texas
414,2017,Texas,Big 12,puntReturnTDs,1,2017 Texas
416,2020,Texas,Big 12,puntReturnYards,78,2020 Texas
418,2006,Texas,Big 12,rushingYards,2114,2006 Texas
419,2012,Texas,Big 12,puntReturnTDs,0,2012 Texas
420,2011,Texas,Big 12,rushingTDs,24,2011 Texas
421,2021,Texas,Big 12,games,12,2021 Texas
422,2018,Texas,Big 12,thirdDowns,207,2018 Texas
423,2019,Texas,Big 12,passAttempts,470,2019 Texas
425,2021,Texas,Big 12,thirdDowns,160,2021 Texas
426,2008,Texas,Big 12,firstDowns,352,2008 Texas
428,2021,Texas,Big 12,puntReturns,17,2021 Texas
429,2015,Texas,Big 12,rushingYards,2698,2015 Texas
430,2015,Texas,Big 12,rushingTDs,27,2015 Texas
431,2022,Texas,Big 12,kickReturnYards,151,2022 Texas
432,2016,Texas,Big 12,passesIntercepted,10,2016 Texas
433,2004,Texas,Big 12,passingTDs,12,2004 Texas
435,2021,Texas,Big 12,kickReturns,28,2021 Texas
438,2021,Texas,Big 12,penalties,69,2021 Texas
441,2015,Texas,Big 12,kickReturnTDs,0,2015 Texas
442,2006,Texas,Big 12,fourthDownConversions,11,2006 Texas
444,2009,Texas,Big 12,games,14,2009 Texas
446,2021,Texas,Big 12,passingTDs,29,2021 Texas
447,2009,Texas,Big 12,rushingAttempts,513,2009 Texas
448,2011,Texas,Big 12,penaltyYards,722,2011 Texas
449,2012,Texas,Big 12,kickReturns,44,2012 Texas
453,2013,Texas,Big 12,rushingAttempts,574,2013 Texas
454,2016,Texas,Big 12,netPassingYards,3024,2016 Texas
455,2009,Texas,Big 12,kickReturnTDs,3,2009 Texas
456,2021,Texas,Big 12,rushingAttempts,457,2021 Texas
457,2004,Texas,Big 12,totalYards,5573,2004 Texas
458,2006,Texas,Big 12,thirdDowns,156,2006 Texas
459,2012,Texas,Big 12,kickReturnTDs,1,2012 Texas
460,2022,Texas,Big 12,passingTDs,13,2022 Texas
462,2010,Texas,Big 12,fourthDownConversions,10,2010 Texas
463,2010,Texas,Big 12,penaltyYards,664,2010 Texas
464,2010,Texas,Big 12,passCompletions,262,2010 Texas
465,2022,Texas,Big 12,rushingTDs,13,2022 Texas
466,2015,Texas,Big 12,fourthDowns,15,2015 Texas
467,2020,Texas,Big 12,thirdDowns,134,2020 Texas
468,2012,Texas,Big 12,rushingYards,2229,2012 Texas
469,2019,Texas,Big 12,passCompletions,306,2019 Texas
471,2020,Texas,Big 12,thirdDownConversions,49,2020 Texas
472,2006,Texas,Big 12,rushingAttempts,483,2006 Texas
473,2018,Texas,Big 12,kickReturnYards,427,2018 Texas
474,2004,Texas,Big 12,rushingTDs,39,2004 Texas
475,2019,Texas,Big 12,thirdDownConversions,90,2019 Texas
476,2005,Texas,Big 12,passAttempts,336,2005 Texas
477,2011,Texas,Big 12,totalYards,5103,2011 Texas
478,2019,Texas,Big 12,fumblesRecovered,10,2019 Texas
481,2012,Texas,Big 12,thirdDowns,179,2012 Texas
482,2017,Texas,Big 12,kickReturns,27,2017 Texas
483,2010,Texas,Big 12,rushingYards,1806,2010 Texas
484,2015,Texas,Big 12,interceptions,6,2015 Texas
485,2009,Texas,Big 12,puntReturns,68,2009 Texas
487,2005,Texas,Big 12,interceptionTDs,0,2005 Texas
488,2007,Texas,Big 12,rushingTDs,35,2007 Texas
489,2011,Texas,Big 12,thirdDowns,206,2011 Texas
490,2020,Texas,Big 12,passAttempts,345,2020 Texas
491,2019,Texas,Big 12,penalties,95,2019 Texas
492,2009,Texas,Big 12,possessionTime,16430,2009 Texas
493,2017,Texas,Big 12,passCompletions,298,2017 Texas
494,2019,Texas,Big 12,thirdDowns,185,2019 Texas
496,2019,Texas,Big 12,puntReturnYards,155,2019 Texas
497,2012,Texas,Big 12,passingTDs,25,2012 Texas
498,2011,Texas,Big 12,passCompletions,207,2011 Texas
499,2018,Texas,Big 12,tacklesForLoss,99,2018 Texas
500,2005,Texas,Big 12,thirdDownConversions,77,2005 Texas
501,2007,Texas,Big 12,interceptionTDs,3,2007 Texas
502,2020,Texas,Big 12,rushingTDs,20,2020 Texas
503,2015,Texas,Big 12,puntReturns,23,2015 Texas
504,2018,Texas,Big 12,totalYards,5751,2018 Texas
505,2022,Texas,Big 12,sacks,14,2022 Texas
506,2005,Texas,Big 12,netPassingYards,3186,2005 Texas
507,2009,Texas,Big 12,netPassingYards,4018,2009 Texas
509,2009,Texas,Big 12,interceptions,16,2009 Texas
510,2010,Texas,Big 12,turnovers,30,2010 Texas
511,2019,Texas,Big 12,fourthDowns,19,2019 Texas
512,2013,Texas,Big 12,thirdDownConversions,90,2013 Texas
513,2022,Texas,Big 12,rushingYards,1066,2022 Texas
514,2011,Texas,Big 12,possessionTime,16036,2011 Texas
515,2008,Texas,Big 12,interceptionTDs,2,2008 Texas
516,2019,Texas,Big 12,totalYards,6056,2019 Texas
517,2018,Texas,Big 12,interceptions,6,2018 Texas
518,2017,Texas,Big 12,penaltyYards,869,2017 Texas
519,2009,Texas,Big 12,thirdDowns,209,2009 Texas
520,2022,Texas,Big 12,turnovers,4,2022 Texas
521,2019,Texas,Big 12,kickReturnTDs,1,2019 Texas
522,2017,Texas,Big 12,puntReturnYards,179,2017 Texas
523,2020,Texas,Big 12,kickReturnYards,666,2020 Texas
524,2010,Texas,Big 12,netPassingYards,2917,2010 Texas
525,2009,Texas,Big 12,thirdDownConversions,94,2009 Texas
526,2015,Texas,Big 12,passAttempts,252,2015 Texas
527,2012,Texas,Big 12,penalties,67,2012 Texas
528,2008,Texas,Big 12,totalYards,6185,2008 Texas
530,2016,Texas,Big 12,puntReturns,28,2016 Texas
532,2017,Texas,Big 12,tacklesForLoss,83,2017 Texas
533,2004,Texas,Big 12,games,12,2004 Texas
534,2018,Texas,Big 12,fourthDowns,15,2018 Texas
535,2005,Texas,Big 12,penaltyYards,0,2005 Texas
536,2022,Texas,Big 12,possessionTime,9832,2022 Texas
538,2020,Texas,Big 12,netPassingYards,2801,2020 Texas
539,2011,Texas,Big 12,netPassingYards,2715,2011 Texas
541,2007,Texas,Big 12,fourthDowns,22,2007 Texas
542,2022,Texas,Big 12,fumblesRecovered,0,2022 Texas
543,2012,Texas,Big 12,games,13,2012 Texas
544,2016,Texas,Big 12,fumblesLost,11,2016 Texas
545,2007,Texas,Big 12,totalYards,6018,2007 Texas
546,2013,Texas,Big 12,possessionTime,23585,2013 Texas
547,2012,Texas,Big 12,interceptionYards,107,2012 Texas
548,2018,Texas,Big 12,firstDowns,324,2018 Texas
549,2004,Texas,Big 12,rushingYards,3590,2004 Texas
550,2019,Texas,Big 12,firstDowns,324,2019 Texas
551,2009,Texas,Big 12,fumblesLost,11,2009 Texas
552,2019,Texas,Big 12,interceptionYards,100,2019 Texas
553,2014,Texas,Big 12,passingTDs,14,2014 Texas
554,2016,Texas,Big 12,puntReturnTDs,0,2016 Texas
555,2016,Texas,Big 12,thirdDownConversions,70,2016 Texas
557,2013,Texas,Big 12,fumblesRecovered,16,2013 Texas
558,2010,Texas,Big 12,kickReturnYards,720,2010 Texas
559,2022,Texas,Big 12,totalYards,2670,2022 Texas
560,2018,Texas,Big 12,puntReturnYards,183,2018 Texas
561,2009,Texas,Big 12,rushingYards,2066,2009 Texas
562,2011,Texas,Big 12,puntReturns,42,2011 Texas
563,2015,Texas,Big 12,totalYards,4449,2015 Texas
564,2012,Texas,Big 12,fourthDowns,23,2012 Texas
566,2021,Texas,Big 12,thirdDownConversions,70,2021 Texas
567,2010,Texas,Big 12,kickReturnTDs,0,2010 Texas
568,2016,Texas,Big 12,passAttempts,402,2016 Texas
569,2009,Texas,Big 12,interceptionTDs,4,2009 Texas
570,2014,Texas,Big 12,thirdDownConversions,69,2014 Texas
571,2006,Texas,Big 12,totalYards,5089,2006 Texas
572,2004,Texas,Big 12,passAttempts,275,2004 Texas
573,2020,Texas,Big 12,passCompletions,208,2020 Texas
574,2012,Texas,Big 12,turnovers,16,2012 Texas
575,2013,Texas,Big 12,turnovers,22,2013 Texas
576,2013,Texas,Big 12,rushingTDs,25,2013 Texas
577,2010,Texas,Big 12,interceptionTDs,1,2010 Texas
578,2007,Texas,Big 12,fourthDownConversions,14,2007 Texas
579,2021,Texas,Big 12,interceptionYards,91,2021 Texas
580,2021,Texas,Big 12,netPassingYards,2705,2021 Texas
581,2014,Texas,Big 12,puntReturnYards,177,2014 Texas
583,2007,Texas,Big 12,thirdDowns,194,2007 Texas
584,2015,Texas,Big 12,passCompletions,139,2015 Texas
585,2007,Texas,Big 12,games,13,2007 Texas
586,2008,Texas,Big 12,passCompletions,343,2008 Texas
587,2007,Texas,Big 12,fumblesRecovered,12,2007 Texas
588,2007,Texas,Big 12,passAttempts,436,2007 Texas
590,2015,Texas,Big 12,penalties,77,2015 Texas
591,2011,Texas,Big 12,passAttempts,358,2011 Texas
592,2021,Texas,Big 12,kickReturnYards,504,2021 Texas
593,2020,Texas,Big 12,puntReturns,18,2020 Texas
594,2005,Texas,Big 12,rushingYards,3574,2005 Texas
595,2014,Texas,Big 12,fourthDowns,14,2014 Texas
596,2009,Texas,Big 12,kickReturnYards,1119,2009 Texas
597,2019,Texas,Big 12,interceptionTDs,0,2019 Texas
599,2014,Texas,Big 12,fourthDownConversions,7,2014 Texas
600,2017,Texas,Big 12,firstDowns,266,2017 Texas
601,2014,Texas,Big 12,penaltyYards,664,2014 Texas
602,2013,Texas,Big 12,rushingYards,2551,2013 Texas
603,2018,Texas,Big 12,penaltyYards,853,2018 Texas
604,2022,Texas,Big 12,firstDowns,147,2022 Texas
605,2017,Texas,Big 12,kickReturnYards,621,2017 Texas
607,2019,Texas,Big 12,fourthDownConversions,7,2019 Texas
608,2011,Texas,Big 12,fumblesLost,11,2011 Texas
609,2004,Texas,Big 12,thirdDowns,171,2004 Texas
610,2020,Texas,Big 12,passesIntercepted,10,2020 Texas
611,2018,Texas,Big 12,fumblesLost,4,2018 Texas
612,2018,Texas,Big 12,passAttempts,475,2018 Texas
613,2017,Texas,Big 12,interceptionTDs,5,2017 Texas
614,2007,Texas,Big 12,penaltyYards,720,2007 Texas
615,2005,Texas,Big 12,passesIntercepted,11,2005 Texas
616,2007,Texas,Big 12,penalties,80,2007 Texas
617,2004,Texas,Big 12,thirdDownConversions,73,2004 Texas
618,2022,Texas,Big 12,interceptions,3,2022 Texas
619,2009,Texas,Big 12,fumblesRecovered,12,2009 Texas
620,2013,Texas,Big 12,interceptionTDs,1,2013 Texas
621,2010,Texas,Big 12,fumblesRecovered,10,2010 Texas
622,2009,Texas,Big 12,interceptionYards,349,2009 Texas
624,2007,Texas,Big 12,netPassingYards,3464,2007 Texas
625,2022,Texas,Big 12,fumblesLost,1,2022 Texas
626,2010,Texas,Big 12,interceptions,17,2010 Texas
627,2017,Texas,Big 12,kickReturnTDs,0,2017 Texas
628,2019,Texas,Big 12,kickReturns,26,2019 Texas
629,2011,Texas,Big 12,fourthDownConversions,9,2011 Texas
630,2016,Texas,Big 12,totalYards,5895,2016 Texas
633,2005,Texas,Big 12,puntReturnYards,671,2005 Texas
634,2013,Texas,Big 12,passAttempts,431,2013 Texas
635,2008,Texas,Big 12,thirdDowns,173,2008 Texas
636,2021,Texas,Big 12,penaltyYards,579,2021 Texas
637,2016,Texas,Big 12,passCompletions,241,2016 Texas
638,2004,Texas,Big 12,puntReturnTDs,1,2004 Texas
639,2021,Texas,Big 12,totalYards,5097,2021 Texas
640,2014,Texas,Big 12,fumblesLost,14,2014 Texas
641,2006,Texas,Big 12,possessionTime,14802,2006 Texas
642,2015,Texas,Big 12,rushingAttempts,529,2015 Texas
643,2009,Texas,Big 12,totalYards,5897,2009 Texas
644,2019,Texas,Big 12,interceptions,10,2019 Texas
646,2018,Texas,Big 12,sacks,33,2018 Texas
647,2012,Texas,Big 12,kickReturnYards,996,2012 Texas
648,2009,Texas,Big 12,penalties,93,2009 Texas
649,2017,Texas,Big 12,fumblesRecovered,10,2017 Texas
650,2004,Texas,Big 12,interceptions,11,2004 Texas
652,2010,Texas,Big 12,possessionTime,14317,2010 Texas
653,2005,Texas,Big 12,puntReturns,61,2005 Texas
655,2019,Texas,Big 12,rushingYards,2295,2019 Texas
656,2005,Texas,Big 12,thirdDowns,173,2005 Texas
657,2019,Texas,Big 12,sacks,27,2019 Texas
658,2006,Texas,Big 12,interceptionTDs,1,2006 Texas
659,2009,Texas,Big 12,fourthDowns,14,2009 Texas
660,2006,Texas,Big 12,passAttempts,371,2006 Texas
661,2007,Texas,Big 12,passingTDs,22,2007 Texas
662,2020,Texas,Big 12,tacklesForLoss,74,2020 Texas
663,2012,Texas,Big 12,interceptionTDs,2,2012 Texas
664,2009,Texas,Big 12,puntReturnYards,370,2009 Texas
665,2013,Texas,Big 12,fumblesLost,7,2013 Texas
666,2005,Texas,Big 12,games,13,2005 Texas
668,2013,Texas,Big 12,passingTDs,18,2013 Texas
669,2018,Texas,Big 12,rushingTDs,24,2018 Texas
670,2014,Texas,Big 12,turnovers,25,2014 Texas
0,2014,Alabama,SEC,possessionTime,27657,2014 Alabama
1,2007,Alabama,SEC,rushingTDs,19,2007 Alabama
2,2011,Alabama,SEC,games,13,2011 Alabama
3,2005,Alabama,SEC,penalties,0,2005 Alabama
5,2006,Alabama,SEC,rushingAttempts,455,2006 Alabama
6,2007,Alabama,SEC,kickReturnYards,88,2007 Alabama
7,2011,Alabama,SEC,kickReturnTDs,0,2011 Alabama
8,2012,Alabama,SEC,fourthDowns,11,2012 Alabama
9,2007,Alabama,SEC,puntReturns,33,2007 Alabama
10,2009,Alabama,SEC,totalYards,5642,2009 Alabama
11,2009,Alabama,SEC,fourthDownConversions,10,2009 Alabama
12,2011,Alabama,SEC,thirdDownConversions,78,2011 Alabama
13,2009,Alabama,SEC,rushingYards,3011,2009 Alabama
14,2022,Alabama,SEC,kickReturns,5,2022 Alabama
15,2014,Alabama,SEC,fourthDowns,13,2014 Alabama
16,2021,Alabama,SEC,kickReturnYards,480,2021 Alabama
18,2016,Alabama,SEC,passingTDs,26,2016 Alabama
19,2021,Alabama,SEC,rushingYards,2250,2021 Alabama
20,2020,Alabama,SEC,tacklesForLoss,71,2020 Alabama
21,2016,Alabama,SEC,kickReturnTDs,0,2016 Alabama
22,2004,Alabama,SEC,puntReturnYards,270,2004 Alabama
24,2005,Alabama,SEC,netPassingYards,2846,2005 Alabama
25,2009,Alabama,SEC,interceptions,5,2009 Alabama
26,2011,Alabama,SEC,puntReturns,62,2011 Alabama
27,2009,Alabama,SEC,possessionTime,17106,2009 Alabama
28,2017,Alabama,SEC,puntReturns,39,2017 Alabama
30,2010,Alabama,SEC,fumblesLost,9,2010 Alabama
31,2021,Alabama,SEC,interceptionYards,189,2021 Alabama
32,2016,Alabama,SEC,fumblesRecovered,11,2016 Alabama
34,2006,Alabama,SEC,penaltyYards,547,2006 Alabama
35,2018,Alabama,SEC,fourthDownConversions,7,2018 Alabama
37,2013,Alabama,SEC,penaltyYards,520,2013 Alabama
38,2012,Alabama,SEC,kickReturnTDs,1,2012 Alabama
39,2007,Alabama,SEC,fourthDownConversions,6,2007 Alabama
40,2009,Alabama,SEC,fourthDowns,17,2009 Alabama
41,2005,Alabama,SEC,fourthDownConversions,4,2005 Alabama
42,2007,Alabama,SEC,thirdDownConversions,75,2007 Alabama
43,2010,Alabama,SEC,penaltyYards,490,2010 Alabama
48,2012,Alabama,SEC,interceptions,3,2012 Alabama
50,2015,Alabama,SEC,firstDowns,329,2015 Alabama
51,2010,Alabama,SEC,interceptions,5,2010 Alabama
52,2010,Alabama,SEC,rushingTDs,30,2010 Alabama
53,2011,Alabama,SEC,fourthDowns,13,2011 Alabama
55,2018,Alabama,SEC,passCompletions,301,2018 Alabama
56,2018,Alabama,SEC,puntReturns,20,2018 Alabama
58,2011,Alabama,SEC,fourthDownConversions,9,2011 Alabama
59,2016,Alabama,SEC,passesIntercepted,16,2016 Alabama
60,2022,Alabama,SEC,penalties,49,2022 Alabama
61,2019,Alabama,SEC,tacklesForLoss,101,2019 Alabama
62,2017,Alabama,SEC,kickReturns,20,2017 Alabama
63,2015,Alabama,SEC,interceptions,10,2015 Alabama
64,2015,Alabama,SEC,netPassingYards,3407,2015 Alabama
65,2004,Alabama,SEC,netPassingYards,1823,2004 Alabama
67,2009,Alabama,SEC,puntReturnYards,587,2009 Alabama
68,2017,Alabama,SEC,passesIntercepted,19,2017 Alabama
69,2016,Alabama,SEC,games,15,2016 Alabama
70,2011,Alabama,SEC,passingTDs,16,2011 Alabama
71,2021,Alabama,SEC,sacks,57,2021 Alabama
72,2015,Alabama,SEC,turnovers,17,2015 Alabama
73,2012,Alabama,SEC,firstDowns,303,2012 Alabama
74,2014,Alabama,SEC,penalties,69,2014 Alabama
75,2019,Alabama,SEC,rushingTDs,27,2019 Alabama
76,2005,Alabama,SEC,penaltyYards,0,2005 Alabama
77,2019,Alabama,SEC,penalties,95,2019 Alabama
78,2019,Alabama,SEC,thirdDowns,153,2019 Alabama
79,2016,Alabama,SEC,fourthDowns,17,2016 Alabama
80,2008,Alabama,SEC,passCompletions,195,2008 Alabama
81,2020,Alabama,SEC,puntReturnTDs,1,2020 Alabama
82,2014,Alabama,SEC,rushingTDs,35,2014 Alabama
83,2017,Alabama,SEC,kickReturnYards,438,2017 Alabama
84,2012,Alabama,SEC,passingTDs,31,2012 Alabama
85,2012,Alabama,SEC,rushingTDs,37,2012 Alabama
86,2016,Alabama,SEC,penaltyYards,660,2016 Alabama
87,2016,Alabama,SEC,thirdDowns,209,2016 Alabama
88,2007,Alabama,SEC,possessionTime,14949,2007 Alabama
89,2014,Alabama,SEC,fumblesRecovered,9,2014 Alabama
90,2017,Alabama,SEC,games,14,2017 Alabama
91,2011,Alabama,SEC,passAttempts,357,2011 Alabama
92,2009,Alabama,SEC,passAttempts,346,2009 Alabama
94,2020,Alabama,SEC,fumblesRecovered,10,2020 Alabama
95,2010,Alabama,SEC,penalties,66,2010 Alabama
98,2004,Alabama,SEC,rushingTDs,21,2004 Alabama
99,2004,Alabama,SEC,fumblesLost,12,2004 Alabama
100,2014,Alabama,SEC,kickReturnYards,1006,2014 Alabama
101,2021,Alabama,SEC,puntReturnTDs,2,2021 Alabama
102,2005,Alabama,SEC,passAttempts,351,2005 Alabama
103,2012,Alabama,SEC,passesIntercepted,18,2012 Alabama
104,2015,Alabama,SEC,games,15,2015 Alabama
105,2011,Alabama,SEC,puntReturnYards,507,2011 Alabama
106,2007,Alabama,SEC,firstDowns,294,2007 Alabama
108,2006,Alabama,SEC,fumblesRecovered,12,2006 Alabama
109,2015,Alabama,SEC,puntReturnTDs,5,2015 Alabama
110,2006,Alabama,SEC,penalties,77,2006 Alabama
112,2019,Alabama,SEC,totalYards,6640,2019 Alabama
113,2015,Alabama,SEC,kickReturnYards,803,2015 Alabama
114,2013,Alabama,SEC,interceptions,7,2013 Alabama
115,2007,Alabama,SEC,rushingYards,1940,2007 Alabama
117,2005,Alabama,SEC,interceptionTDs,1,2005 Alabama
118,2010,Alabama,SEC,possessionTime,15071,2010 Alabama
119,2020,Alabama,SEC,interceptionTDs,3,2020 Alabama
120,2007,Alabama,SEC,passAttempts,472,2007 Alabama
121,2021,Alabama,SEC,passingTDs,48,2021 Alabama
122,2021,Alabama,SEC,games,15,2021 Alabama
124,2015,Alabama,SEC,passingTDs,22,2015 Alabama
125,2018,Alabama,SEC,thirdDowns,165,2018 Alabama
126,2009,Alabama,SEC,games,14,2009 Alabama
127,2015,Alabama,SEC,possessionTime,30191,2015 Alabama
128,2022,Alabama,SEC,games,12,2022 Alabama
129,2017,Alabama,SEC,rushingYards,3509,2017 Alabama
130,2018,Alabama,SEC,puntReturnYards,250,2018 Alabama
132,2016,Alabama,SEC,interceptionTDs,6,2016 Alabama
133,2020,Alabama,SEC,interceptionYards,212,2020 Alabama
134,2017,Alabama,SEC,interceptionTDs,2,2017 Alabama
135,2021,Alabama,SEC,thirdDownConversions,117,2021 Alabama
136,2008,Alabama,SEC,puntReturns,64,2008 Alabama
137,2006,Alabama,SEC,totalYards,4367,2006 Alabama
138,2008,Alabama,SEC,games,14,2008 Alabama
139,2019,Alabama,SEC,rushingAttempts,436,2019 Alabama
140,2014,Alabama,SEC,penaltyYards,562,2014 Alabama
141,2008,Alabama,SEC,rushingTDs,32,2008 Alabama
142,2006,Alabama,SEC,fourthDownConversions,7,2006 Alabama
143,2008,Alabama,SEC,penalties,56,2008 Alabama
144,2008,Alabama,SEC,netPassingYards,2574,2008 Alabama
145,2013,Alabama,SEC,rushingAttempts,461,2013 Alabama
147,2014,Alabama,SEC,passAttempts,451,2014 Alabama
148,2010,Alabama,SEC,netPassingYards,3562,2010 Alabama
149,2011,Alabama,SEC,fumblesLost,4,2011 Alabama
150,2005,Alabama,SEC,fourthDowns,12,2005 Alabama
151,2010,Alabama,SEC,games,13,2010 Alabama
152,2011,Alabama,SEC,penalties,49,2011 Alabama
153,2020,Alabama,SEC,penaltyYards,625,2020 Alabama
154,2018,Alabama,SEC,turnovers,16,2018 Alabama
155,2020,Alabama,SEC,rushingTDs,37,2020 Alabama
156,2016,Alabama,SEC,puntReturnYards,528,2016 Alabama
157,2016,Alabama,SEC,puntReturnTDs,4,2016 Alabama
158,2016,Alabama,SEC,fourthDownConversions,10,2016 Alabama
160,2009,Alabama,SEC,interceptionYards,319,2009 Alabama
161,2018,Alabama,SEC,rushingYards,2974,2018 Alabama
162,2019,Alabama,SEC,passCompletions,287,2019 Alabama
164,2014,Alabama,SEC,puntReturnTDs,0,2014 Alabama
165,2014,Alabama,SEC,firstDowns,340,2014 Alabama
166,2021,Alabama,SEC,possessionTime,29142,2021 Alabama
168,2014,Alabama,SEC,kickReturns,50,2014 Alabama
169,2014,Alabama,SEC,passCompletions,290,2014 Alabama
170,2004,Alabama,SEC,thirdDowns,161,2004 Alabama
171,2022,Alabama,SEC,penaltyYards,429,2022 Alabama
172,2008,Alabama,SEC,firstDowns,263,2008 Alabama
173,2007,Alabama,SEC,interceptions,12,2007 Alabama
174,2021,Alabama,SEC,turnovers,13,2021 Alabama
175,2004,Alabama,SEC,firstDowns,194,2004 Alabama
176,2013,Alabama,SEC,turnovers,17,2013 Alabama
177,2022,Alabama,SEC,fumblesLost,4,2022 Alabama
178,2016,Alabama,SEC,penalties,85,2016 Alabama
179,2012,Alabama,SEC,fourthDownConversions,7,2012 Alabama
180,2015,Alabama,SEC,penalties,89,2015 Alabama
181,2022,Alabama,SEC,puntReturnYards,442,2022 Alabama
182,2020,Alabama,SEC,games,13,2020 Alabama
183,2007,Alabama,SEC,passesIntercepted,19,2007 Alabama
184,2019,Alabama,SEC,kickReturnYards,637,2019 Alabama
188,2021,Alabama,SEC,interceptions,7,2021 Alabama
189,2008,Alabama,SEC,thirdDownConversions,76,2008 Alabama
190,2004,Alabama,SEC,fourthDownConversions,4,2004 Alabama
191,2008,Alabama,SEC,fumblesLost,11,2008 Alabama
192,2022,Alabama,SEC,interceptions,5,2022 Alabama
193,2018,Alabama,SEC,netPassingYards,4854,2018 Alabama
194,2015,Alabama,SEC,rushingYards,2999,2015 Alabama
196,2013,Alabama,SEC,fumblesRecovered,8,2013 Alabama
199,2009,Alabama,SEC,passesIntercepted,24,2009 Alabama
200,2010,Alabama,SEC,interceptionYards,239,2010 Alabama
201,2019,Alabama,SEC,puntReturns,24,2019 Alabama
202,2020,Alabama,SEC,kickReturnTDs,0,2020 Alabama
203,2008,Alabama,SEC,interceptions,9,2008 Alabama
204,2019,Alabama,SEC,turnovers,10,2019 Alabama
205,2017,Alabama,SEC,rushingTDs,36,2017 Alabama
206,2007,Alabama,SEC,kickReturns,3,2007 Alabama
207,2014,Alabama,SEC,passesIntercepted,11,2014 Alabama
208,2013,Alabama,SEC,rushingYards,2673,2013 Alabama
209,2017,Alabama,SEC,kickReturnTDs,0,2017 Alabama
210,2013,Alabama,SEC,kickReturnYards,736,2013 Alabama
211,2006,Alabama,SEC,puntReturnTDs,2,2006 Alabama
212,2011,Alabama,SEC,possessionTime,16073,2011 Alabama
213,2017,Alabama,SEC,puntReturnTDs,0,2017 Alabama
214,2008,Alabama,SEC,penaltyYards,505,2008 Alabama
215,2014,Alabama,SEC,games,14,2014 Alabama
216,2010,Alabama,SEC,passCompletions,253,2010 Alabama
217,2010,Alabama,SEC,turnovers,14,2010 Alabama
218,2016,Alabama,SEC,possessionTime,27839,2016 Alabama
219,2006,Alabama,SEC,passingTDs,17,2006 Alabama
220,2013,Alabama,SEC,kickReturns,30,2013 Alabama
221,2013,Alabama,SEC,passAttempts,365,2013 Alabama
222,2006,Alabama,SEC,puntReturns,41,2006 Alabama
223,2015,Alabama,SEC,fourthDowns,24,2015 Alabama
224,2013,Alabama,SEC,interceptionYards,253,2013 Alabama
225,2018,Alabama,SEC,puntReturnTDs,1,2018 Alabama
226,2015,Alabama,SEC,fourthDownConversions,12,2015 Alabama
